sale_id,sale_date,customer_id,product,amount,region
61,2024-06-16,452,Notebook,3218,PE
62,2024-01-13,385,Mouse,285,CE
63,2024-06-01,262,Monitor,1734,MG
64,2024-05-01,330,Teclado,476,BA
65,2024-03-11,325,Notebook,4461,CE
66,2024-01-21,170,Mouse,260,SC
67,2024-04-14,269,Headset,630,SP
68,2024-05-27,294,Monitor,1260,CE
69,2024-05-19,408,Mouse,191,SC
70,2024-03-27,442,Webcam,380,CE
71,2024-01-07,301,Headset,638,PE
72,2024-02-16,125,Teclado,258,SC
73,2024-03-12,485,Monitor,1754,SP
74,2024-03-30,214,Webcam,503,BA
75,2024-01-06,418,Mouse,251,BA
76,2024-04-29,458,Teclado,460,RS
77,2024-01-28,396,Notebook,3638,RJ
78,2024-05-31,453,Webcam,829,SP
79,2024-03-29,372,Monitor,1279,SC
80,2024-05-05,154,Monitor,1550,MG
81,2024-05-13,433,Teclado,425,SC
82,2024-05-31,237,Teclado,194,PE
83,2024-05-25,412,Webcam,436,PE
84,2024-02-24,281,Teclado,455,SP
85,2024-05-12,197,Notebook,3494,PE
86,2024-06-14,464,Monitor,1711,SC
87,2024-06-26,224,Teclado,338,PR
88,2024-04-18,481,Headset,513,BA
89,2024-01-31,469,Mouse,275,BA
90,2024-05-03,241,Webcam,352,BA
91,2024-03-16,216,Teclado,157,RS
92,2024-01-12,127,Headset,702,SP
93,2024-05-26,245,Monitor,1351,PE
94,2024-01-30,133,Monitor,975,MG
95,2024-05-24,255,Notebook,3508,BA
96,2024-05-13,294,Monitor,1204,SP
97,2024-06-05,478,Notebook,3425,BA
98,2024-02-14,382,Notebook,3320,SP
99,2024-02-29,247,Webcam,520,BA
100,2024-04-18,158,Headset,345,SP
101,2024-02-12,257,Headset,679,SC
102,2024-03-10,356,Headset,240,PR
103,2024-06-03,228,Notebook,3187,SP
104,2024-06-21,237,Headset,731,RS
105,2024-02-16,399,Monitor,1733,SC
106,2024-03-26,264,Webcam,757,RS
107,2024-06-18,305,Headset,458,RJ
108,2024-04-13,363,Notebook,4346,BA
109,2024-05-12,285,Headset,252,RS
110,2024-05-20,167,Teclado,398,BA
111,2024-02-10,259,Headset,430,PE
112,2024-01-31,431,Mouse,210,PE
113,2024-04-30,224,Monitor,1048,RJ
114,2024-03-11,495,Monitor,1706,RS
115,2024-05-30,396,Webcam,745,PR
116,2024-03-26,382,Headset,444,SC
117,2024-02-29,497,Monitor,1225,MG
118,2024-05-06,118,Mouse,105,CE
119,2024-04-26,107,Webcam,730,RS
120,2024-03-27,419,Webcam,796,SC
121,2024-03-22,420,Webcam,490,RS
122,2024-02-28,482,Notebook,3888,MG
123,2024-06-26,253,Notebook,3094,SC
124,2024-02-07,225,Headset,384,MG
125,2024-01-21,412,Monitor,1599,BA
126,2024-04-28,426,Teclado,491,CE
127,2024-02-10,137,Monitor,1501,PE
128,2024-03-18,201,Monitor,1009,RS
129,2024-06-28,251,Notebook,4348,PE
130,2024-03-14,497,Mouse,136,RS
131,2024-06-22,486,Webcam,892,SP
132,2024-03-20,325,Notebook,4186,SC
133,2024-02-14,202,Mouse,215,MG
134,2024-03-06,346,Teclado,208,BA
135,2024-06-22,470,Webcam,654,SP
136,2024-03-08,374,Notebook,3931,SC
137,2024-06-12,290,Notebook,4382,BA
138,2024-06-14,132,Webcam,369,MG
139,2024-01-12,119,Teclado,199,SC
140,2024-04-26,289,Webcam,674,RJ
141,2024-05-05,415,Monitor,933,BA
142,2024-04-02,150,Webcam,657,RS
143,2024-02-18,162,Monitor,1578,PR
144,2024-03-03,164,Headset,800,BA
145,2024-03-25,496,Mouse,299,CE
146,2024-03-05,189,Notebook,4353,BA
147,2024-05-30,265,Notebook,3356,RJ
148,2024-01-17,343,Monitor,1425,BA
149,2024-06-06,122,Webcam,312,PE
150,2024-04-12,318,Webcam,579,MG
151,2024-01-17,164,Teclado,449,CE
152,2024-03-16,332,Headset,317,BA
153,2024-04-20,331,Mouse,182,PR
154,2024-04-19,260,Webcam,318,RJ
155,2024-01-22,147,Monitor,1662,SP
156,2024-05-30,387,Headset,562,SP
157,2024-03-14,407,Teclado,445,PE
158,2024-02-27,155,Teclado,208,BA
159,2024-04-19,387,Headset,226,RS
160,2024-01-08,192,Teclado,308,MG
161,2024-02-06,389,Webcam,343,CE
162,2024-02-25,292,Monitor,1249,RJ
163,2024-01-14,179,Mouse,100,SC
164,2024-05-04,410,Monitor,1179,PR
165,2024-04-20,156,Teclado,453,SP
166,2024-02-26,302,Headset,416,RS
167,2024-03-15,267,Notebook,3015,CE
168,2024-06-29,217,Headset,562,SC
169,2024-01-11,323,Notebook,3941,SC
170,2024-06-12,313,Teclado,160,PE
171,2024-06-25,285,Notebook,3894,SC
172,2024-05-14,140,Monitor,1663,RJ
173,2024-05-10,424,Notebook,4086,MG
174,2024-03-01,152,Mouse,234,MG
175,2024-06-09,352,Monitor,1678,PR
176,2024-06-09,261,Mouse,193,SP
177,2024-03-31,359,Notebook,3635,RS
178,2024-01-20,430,Notebook,4259,CE
179,2024-01-11,330,Headset,687,MG
180,2024-01-16,330,Notebook,3703,BA
181,2024-04-22,324,Headset,581,SC
182,2024-04-14,496,Teclado,176,PR
183,2024-01-25,385,Webcam,591,RJ
184,2024-05-29,439,Mouse,258,RJ
185,2024-03-20,386,Monitor,1710,RJ
186,2024-06-14,443,Monitor,1270,BA
187,2024-03-28,492,Monitor,1131,RJ
188,2024-05-09,494,Headset,334,SC
189,2024-02-09,183,Mouse,287,SP
190,2024-04-15,286,Webcam,709,BA
191,2024-05-16,222,Teclado,249,PE
192,2024-03-13,498,Monitor,1440,MG
193,2024-03-05,126,Webcam,778,RJ
194,2024-03-13,142,Mouse,117,BA
195,2024-04-25,278,Notebook,3849,SC
196,2024-01-21,291,Mouse,294,MG
197,2024-01-10,246,Monitor,1751,SP
198,2024-01-21,109,Teclado,226,RJ
199,2024-03-14,221,Teclado,272,RJ
200,2024-05-07,405,Headset,447,RS
201,2024-04-19,100,Headset,391,CE
202,2024-04-02,134,Headset,220,PE
203,2024-01-12,425,Monitor,1159,BA
204,2024-06-17,421,Notebook,4191,CE
205,2024-03-27,429,Mouse,241,RJ
206,2024-04-27,118,Teclado,252,CE
207,2024-04-11,378,Monitor,937,SP
208,2024-06-16,269,Teclado,338,SC
209,2024-03-27,195,Monitor,1409,RJ
210,2024-04-18,140,Monitor,1742,RJ
211,2024-01-21,267,Webcam,420,PE
212,2024-03-30,328,Notebook,4488,SP
213,2024-01-20,443,Webcam,281,MG
214,2024-06-04,447,Monitor,1029,SC
215,2024-05-25,116,Headset,580,RJ
216,2024-05-26,170,Headset,485,RJ
217,2024-01-07,476,Mouse,223,RS
218,2024-06-29,328,Mouse,131,RJ
219,2024-04-25,188,Webcam,605,RJ
220,2024-05-20,377,Teclado,230,CE
221,2024-02-27,162,Mouse,86,PR
222,2024-04-29,382,Mouse,159,CE
223,2024-04-15,493,Monitor,975,PE
224,2024-06-23,364,Teclado,432,SC
225,2024-05-08,128,Notebook,4061,BA
226,2024-03-29,365,Teclado,250,MG
227,2024-06-09,255,Headset,372,MG
228,2024-02-13,437,Headset,777,SP
229,2024-01-21,123,Webcam,676,SP
230,2024-05-07,421,Headset,450,RS
231,2024-04-26,137,Webcam,725,BA
232,2024-03-28,410,Mouse,267,MG
233,2024-04-04,363,Headset,325,PE
234,2024-03-04,172,Notebook,3103,MG
235,2024-03-24,395,Webcam,728,PE
236,2024-03-19,354,Notebook,3184,PR
237,2024-01-13,125,Teclado,484,CE
238,2024-01-03,155,Monitor,1170,SP
239,2024-04-12,126,Headset,495,SC
240,2024-05-09,330,Headset,321,RJ
241,2024-04-10,291,Teclado,223,CE
242,2024-01-11,123,Notebook,3280,PE
243,2024-02-08,410,Headset,366,RS
244,2024-05-31,272,Headset,776,PE
245,2024-01-05,288,Teclado,363,SP
246,2024-06-01,342,Teclado,446,PE
247,2024-02-13,368,Webcam,282,RJ
248,2024-02-18,109,Monitor,1328,CE
249,2024-06-05,341,Webcam,824,PR
250,2024-06-18,344,Headset,745,CE
251,2024-03-31,446,Webcam,446,BA
252,2024-03-12,385,Teclado,297,PR
253,2024-05-02,278,Headset,787,SC
254,2024-04-11,276,Mouse,262,PE
255,2024-06-16,231,Webcam,527,CE
256,2024-06-27,239,Mouse,141,CE
257,2024-02-27,426,Mouse,164,MG
258,2024-01-02,381,Mouse,202,PR
259,2024-03-14,430,Notebook,3183,MG
260,2024-04-16,190,Notebook,3813,SP
261,2024-03-17,390,Headset,756,PE
262,2024-02-04,358,Monitor,1097,RS
263,2024-02-17,107,Webcam,429,SC
264,2024-04-19,363,Teclado,492,PE
265,2024-03-23,227,Notebook,3534,RS
266,2024-05-29,470,Headset,441,RJ
267,2024-04-29,257,Mouse,260,RS
268,2024-04-04,414,Mouse,119,PR
269,2024-04-16,459,Headset,423,RJ
270,2024-05-14,328,Headset,314,CE
271,2024-05-09,203,Headset,732,RJ
272,2024-06-23,205,Webcam,306,PE
273,2024-02-03,362,Monitor,1477,SP
274,2024-04-11,230,Notebook,3446,RJ
275,2024-05-18,130,Notebook,3966,SC
276,2024-04-05,295,Monitor,1284,PR
277,2024-01-31,191,Headset,428,SP
278,2024-03-17,337,Webcam,485,BA
279,2024-04-27,277,Mouse,88,SP
280,2024-03-02,205,Notebook,3206,SP
281,2024-04-12,324,Mouse,115,BA
282,2024-05-27,263,Headset,528,RS
283,2024-02-06,438,Headset,262,MG
284,2024-06-09,447,Monitor,1407,PR
285,2024-06-27,313,Monitor,1207,BA
286,2024-02-27,253,Webcam,672,SC
287,2024-05-22,371,Mouse,132,PE
288,2024-04-04,147,Headset,474,SP
289,2024-01-19,196,Headset,690,PR
290,2024-03-18,107,Mouse,271,BA
291,2024-04-11,222,Headset,677,PR
292,2024-03-19,233,Teclado,388,BA
293,2024-04-04,260,Monitor,1476,RS
294,2024-05-21,399,Headset,400,BA
295,2024-04-07,391,Mouse,255,PE
296,2024-06-13,478,Monitor,1072,PE
297,2024-02-17,377,Webcam,299,SP
298,2024-04-15,170,Webcam,767,PE
299,2024-04-05,130,Headset,699,SP
300,2024-05-16,382,Monitor,917,RS
301,2024-01-05,357,Webcam,786,MG
302,2024-03-02,198,Headset,606,PR
303,2024-04-13,335,Headset,282,RJ
304,2024-04-13,294,Monitor,1387,RJ
305,2024-05-07,322,Webcam,485,BA
306,2024-06-26,390,Monitor,947,SP
307,2024-02-15,261,Notebook,3424,RS
308,2024-02-11,388,Mouse,253,SC
309,2024-02-05,452,Webcam,697,BA
310,2024-01-20,274,Headset,534,RS
311,2024-04-25,351,Mouse,190,SC
312,2024-01-22,495,Headset,275,RS
313,2024-02-09,294,Webcam,359,RJ
314,2024-01-02,257,Monitor,1679,MG
315,2024-04-20,329,Headset,226,PR
316,2024-05-21,147,Headset,212,SC
317,2024-04-09,498,Notebook,4484,SC
318,2024-02-13,171,Teclado,402,SC
319,2024-03-11,315,Teclado,189,PE
320,2024-06-01,415,Mouse,157,PR
321,2024-06-07,294,Teclado,370,PR
322,2024-06-03,455,Mouse,181,PE
323,2024-05-27,500,Mouse,289,RJ
324,2024-05-24,202,Headset,763,PE
325,2024-02-23,324,Teclado,359,RS
326,2024-03-02,229,Webcam,325,PE
327,2024-06-02,345,Headset,628,SP
328,2024-04-02,459,Headset,454,MG
329,2024-06-14,413,Notebook,4153,SC
330,2024-01-28,105,Notebook,3529,BA
331,2024-04-24,291,Monitor,1690,PR
332,2024-01-07,347,Notebook,3605,RS
333,2024-03-28,333,Mouse,201,PE
334,2024-03-22,134,Teclado,208,MG
335,2024-03-03,364,Mouse,223,BA
336,2024-04-13,422,Mouse,190,BA
337,2024-04-25,403,Monitor,904,RJ
338,2024-05-17,195,Teclado,384,CE
339,2024-06-12,260,Headset,316,PR
340,2024-04-27,416,Mouse,237,PR
341,2024-01-31,222,Teclado,341,SC
342,2024-04-17,405,Mouse,127,CE
343,2024-06-26,430,Mouse,153,PR
344,2024-04-25,417,Notebook,3735,CE
345,2024-05-09,434,Monitor,1601,MG
346,2024-01-22,389,Notebook,3451,RS
347,2024-02-13,499,Monitor,1660,RJ
348,2024-03-09,496,Headset,651,BA
349,2024-04-18,152,Webcam,710,RS
350,2024-03-30,144,Monitor,1694,SC
351,2024-02-12,415,Mouse,286,PR
352,2024-05-16,243,Headset,499,RS
353,2024-05-11,447,Notebook,3277,MG
354,2024-03-04,174,Webcam,751,MG
355,2024-05-27,423,Teclado,342,RJ
356,2024-04-13,363,Webcam,585,SP
357,2024-01-24,474,Monitor,1580,SC
358,2024-02-25,319,Mouse,292,CE
359,2024-05-27,166,Headset,249,RJ
360,2024-06-09,335,Notebook,3254,SC
361,2024-02-21,452,Mouse,150,RS
362,2024-01-22,290,Webcam,489,SC
363,2024-06-16,146,Webcam,385,BA
364,2024-05-12,448,Monitor,908,MG
365,2024-05-02,136,Mouse,106,RS
366,2024-02-05,295,Mouse,97,SP
367,2024-06-05,432,Mouse,240,PE
368,2024-02-25,144,Notebook,3286,SC
369,2024-03-21,171,Mouse,143,RS
370,2024-06-25,113,Webcam,443,SC
371,2024-03-16,430,Notebook,3490,RJ
372,2024-05-15,106,Teclado,348,PR
373,2024-05-19,449,Mouse,84,RS
374,2024-02-25,120,Notebook,3815,SC
375,2024-06-28,305,Notebook,4311,RJ
376,2024-03-20,140,Headset,534,RJ
377,2024-03-20,457,Monitor,1766,SC
378,2024-01-30,332,Headset,379,SP
379,2024-02-05,459,Notebook,3335,MG
380,2024-04-05,164,Webcam,593,SC
381,2024-03-10,368,Notebook,3538,PE
382,2024-05-10,284,Notebook,4023,RS
383,2024-01-27,393,Webcam,252,SP
384,2024-01-04,225,Notebook,3966,CE
385,2024-06-16,314,Mouse,264,RJ
386,2024-05-26,290,Notebook,4028,SP
387,2024-04-12,135,Monitor,1692,PE
388,2024-01-03,288,Mouse,269,PR
389,2024-05-31,352,Mouse,118,SP
390,2024-02-29,377,Teclado,154,RS
391,2024-01-27,205,Headset,345,RJ
392,2024-01-12,218,Headset,286,RJ
393,2024-05-09,168,Webcam,695,MG
394,2024-03-01,249,Teclado,351,PE
395,2024-03-10,219,Notebook,3415,MG
396,2024-04-25,338,Teclado,424,RS
397,2024-04-28,235,Notebook,3185,PR
398,2024-02-07,146,Webcam,556,RS
399,2024-02-14,115,Monitor,1469,RJ
400,2024-02-05,162,Notebook,3126,PR
401,2024-06-24,422,Webcam,272,RJ
402,2024-02-20,430,Monitor,994,SP
403,2024-02-13,393,Monitor,1304,MG
404,2024-03-31,209,Mouse,118,BA
405,2024-06-14,251,Monitor,1463,SC
406,2024-02-05,314,Mouse,143,SC
407,2024-04-01,345,Headset,529,RS
408,2024-02-16,113,Teclado,165,PE
409,2024-05-15,283,Headset,446,CE
410,2024-01-15,491,Mouse,170,BA
411,2024-05-31,262,Webcam,831,MG
412,2024-05-24,196,Monitor,1216,SP
413,2024-02-29,408,Mouse,80,BA
414,2024-02-03,274,Webcam,401,MG
415,2024-01-29,369,Teclado,489,PR
416,2024-03-18,265,Mouse,282,MG
417,2024-05-23,455,Headset,379,RS
418,2024-06-25,250,Mouse,259,SP
419,2024-02-16,408,Teclado,477,MG
420,2024-03-25,481,Notebook,3487,PE
421,2024-01-03,235,Mouse,169,SP
422,2024-01-13,297,Monitor,1329,PR
423,2024-05-19,292,Notebook,3981,PE
424,2024-01-19,117,Teclado,283,MG
425,2024-04-06,182,Webcam,281,SC
426,2024-06-16,184,Headset,539,BA
427,2024-04-14,456,Headset,488,BA
428,2024-01-25,125,Monitor,1462,SP
429,2024-04-19,144,Teclado,457,SP
430,2024-02-22,187,Webcam,565,SC
431,2024-04-30,350,Webcam,439,PR
432,2024-04-07,289,Mouse,192,BA
433,2024-03-09,388,Notebook,3309,CE
434,2024-04-15,487,Headset,596,SC
435,2024-05-17,451,Monitor,1141,SP
436,2024-05-08,392,Headset,323,MG
437,2024-02-12,208,Mouse,100,MG
438,2024-06-01,232,Teclado,184,SC
439,2024-05-21,266,Teclado,156,RJ
440,2024-04-16,176,Mouse,274,RJ
441,2024-03-14,374,Teclado,346,PE
442,2024-01-10,188,Teclado,466,SC
443,2024-03-25,453,Mouse,148,PR
444,2024-03-18,259,Teclado,500,RS
445,2024-04-23,496,Teclado,363,PE
446,2024-02-24,308,Webcam,777,MG
447,2024-01-17,259,Webcam,832,SP
448,2024-02-14,198,Mouse,196,BA
449,2024-03-11,288,Monitor,1306,PR
450,2024-05-05,404,Monitor,1791,PR
451,2024-02-11,232,Webcam,300,MG
452,2024-05-26,499,Mouse,253,SC
453,2024-05-11,110,Webcam,865,SP
454,2024-02-27,229,Headset,633,PR
455,2024-04-27,229,Mouse,213,RJ
456,2024-01-02,361,Webcam,555,RJ
457,2024-05-03,132,Teclado,316,RS
458,2024-02-18,176,Headset,527,SP
459,2024-06-16,354,Teclado,357,BA
460,2024-03-28,471,Webcam,617,CE
461,2024-03-17,187,Webcam,381,RS
462,2024-05-23,490,Mouse,102,BA
463,2024-03-19,315,Teclado,449,PE
464,2024-01-14,424,Headset,399,RJ
465,2024-06-23,295,Headset,354,BA
466,2024-03-28,309,Headset,384,PE
467,2024-03-26,423,Mouse,81,BA
468,2024-02-13,395,Mouse,113,SC
469,2024-04-13,319,Monitor,904,SP
470,2024-03-23,487,Headset,454,PR
471,2024-03-20,166,Notebook,3785,SP
472,2024-03-17,248,Monitor,1432,MG
473,2024-03-28,350,Teclado,356,MG
474,2024-02-24,475,Notebook,4207,SC
475,2024-06-12,230,Headset,310,SP
476,2024-06-25,159,Monitor,1289,MG
477,2024-02-22,455,Webcam,782,RS
478,2024-06-08,410,Webcam,539,RJ
479,2024-01-28,354,Mouse,292,PR
480,2024-06-29,309,Teclado,430,PR
481,2024-03-01,101,Notebook,4375,MG
482,2024-01-24,499,Headset,436,RS
483,2024-03-08,337,Notebook,3204,PR
484,2024-04-19,478,Notebook,3194,PR
485,2024-04-01,324,Headset,550,RJ
486,2024-04-12,304,Monitor,1755,MG
487,2024-01-29,167,Webcam,854,PE
488,2024-05-25,447,Monitor,1525,SP
489,2024-06-24,472,Mouse,185,RJ
490,2024-03-07,435,Teclado,497,BA
491,2024-06-20,273,Headset,643,PE
492,2024-03-29,439,Webcam,877,SP
493,2024-01-03,429,Mouse,298,RJ
494,2024-05-05,264,Mouse,209,SC
495,2024-04-13,220,Notebook,3940,PE
496,2024-03-21,160,Monitor,918,CE
497,2024-05-20,100,Notebook,4237,BA
498,2024-06-16,443,Monitor,1272,PR
499,2024-05-23,492,Headset,663,RJ
500,2024-06-17,213,Notebook,3699,CE
501,2024-04-05,459,Notebook,3093,RS
502,2024-06-05,200,Mouse,135,PR
503,2024-01-28,487,Monitor,1548,PE
504,2024-06-17,401,Headset,249,SC
505,2024-05-29,347,Headset,331,SC
506,2024-06-17,407,Headset,454,SC
507,2024-03-28,250,Monitor,1041,CE
508,2024-03-21,464,Webcam,889,RS
509,2024-06-24,276,Webcam,805,PR
510,2024-01-30,489,Teclado,448,RS
511,2024-04-18,106,Headset,254,BA
512,2024-03-09,484,Mouse,117,BA
513,2024-05-18,116,Teclado,465,CE
514,2024-04-09,221,Headset,590,SC
515,2024-06-24,260,Headset,653,PR
516,2024-05-30,379,Webcam,431,RJ
517,2024-02-17,188,Webcam,535,CE
518,2024-03-08,166,Mouse,81,MG
519,2024-01-11,178,Teclado,470,CE
520,2024-04-01,137,Webcam,319,CE
521,2024-02-10,312,Headset,426,PR
522,2024-03-25,284,Teclado,466,SP
523,2024-01-30,442,Teclado,478,PR
524,2024-04-07,158,Monitor,1453,CE
525,2024-05-10,328,Monitor,1203,RJ
526,2024-01-25,185,Headset,415,BA
527,2024-06-24,317,Notebook,3421,SP
528,2024-04-27,467,Teclado,187,CE
529,2024-01-19,394,Mouse,195,PR
530,2024-01-05,299,Webcam,849,SP
531,2024-06-28,137,Teclado,298,RJ
532,2024-03-13,491,Monitor,1304,CE
533,2024-02-26,169,Webcam,555,PR
534,2024-01-03,383,Headset,786,SC
535,2024-05-17,380,Notebook,3624,MG
536,2024-02-11,194,Mouse,129,SP
537,2024-05-20,336,Webcam,506,RJ
538,2024-02-20,471,Headset,440,RS
539,2024-06-07,135,Mouse,164,MG
540,2024-05-24,390,Teclado,236,BA
541,2024-06-13,323,Teclado,497,PE
542,2024-04-24,283,Teclado,205,MG
543,2024-05-17,200,Teclado,188,SP
544,2024-05-28,396,Monitor,1117,CE
545,2024-04-30,434,Mouse,277,PE
546,2024-05-08,361,Notebook,3812,MG
547,2024-05-11,171,Monitor,1083,PR
548,2024-01-11,212,Monitor,964,BA
549,2024-05-12,284,Monitor,1365,CE
550,2024-06-11,240,Webcam,635,SC
551,2024-04-03,400,Webcam,778,SC
552,2024-03-31,276,Monitor,1518,MG
553,2024-02-28,139,Headset,391,PR
554,2024-06-03,467,Notebook,4353,PE
555,2024-06-21,345,Monitor,1504,BA
556,2024-01-12,165,Headset,724,MG
557,2024-01-15,185,Teclado,357,RS
558,2024-01-22,210,Monitor,1382,MG
559,2024-05-29,492,Mouse,147,PE
560,2024-06-01,402,Notebook,3470,BA
561,2024-05-13,358,Webcam,431,PE
562,2024-06-06,407,Notebook,4088,CE
563,2024-01-01,496,Webcam,294,CE
564,2024-04-19,217,Monitor,1258,SC
565,2024-02-04,230,Monitor,1779,RS
566,2024-02-18,102,Webcam,257,SC
567,2024-06-16,205,Webcam,686,RS
568,2024-03-07,374,Monitor,1274,SC
569,2024-05-21,385,Monitor,1279,RS
570,2024-05-27,276,Webcam,485,PE
571,2024-06-28,182,Notebook,3439,SP
572,2024-02-11,299,Webcam,732,SC
573,2024-01-23,132,Teclado,190,SC
574,2024-06-06,435,Headset,379,PE
575,2024-01-03,203,Webcam,778,BA
576,2024-06-06,186,Webcam,411,RJ
577,2024-03-11,499,Monitor,1585,CE
578,2024-01-04,477,Webcam,846,PR
579,2024-03-29,241,Mouse,183,RS
580,2024-02-14,308,Headset,501,RJ
581,2024-05-11,231,Headset,776,BA
582,2024-03-27,497,Monitor,1371,RJ
583,2024-03-07,134,Monitor,1707,SC
584,2024-03-31,364,Headset,494,SC
585,2024-06-21,483,Teclado,241,BA
586,2024-05-26,237,Mouse,268,BA
587,2024-03-08,205,Mouse,294,RJ
588,2024-01-31,140,Webcam,293,PE
589,2024-04-05,417,Teclado,290,RS
590,2024-04-11,213,Headset,633,CE
591,2024-01-09,357,Teclado,239,PE
592,2024-03-21,452,Notebook,3024,PR
593,2024-04-02,413,Teclado,284,PR
594,2024-04-03,194,Monitor,1115,SC
595,2024-03-12,330,Mouse,255,RS
596,2024-03-01,384,Monitor,1100,SP
597,2024-02-15,315,Monitor,1769,PE
598,2024-03-17,228,Headset,367,BA
599,2024-03-06,343,Webcam,618,CE
600,2024-05-22,231,Teclado,212,CE
601,2024-02-14,499,Teclado,494,RJ
602,2024-04-07,414,Teclado,224,SC
603,2024-01-19,140,Mouse,161,SC
604,2024-03-10,327,Teclado,380,SP
605,2024-02-02,472,Mouse,133,RJ
606,2024-01-25,132,Monitor,955,RJ
607,2024-01-27,234,Headset,516,BA
608,2024-03-13,326,Webcam,279,SP
609,2024-06-18,282,Teclado,426,MG
610,2024-06-27,376,Mouse,241,CE
611,2024-06-12,427,Headset,432,PE
612,2024-03-19,287,Monitor,1059,MG
613,2024-03-29,246,Monitor,908,SP
614,2024-04-20,249,Headset,582,SC
615,2024-05-23,323,Monitor,1067,RS
616,2024-01-21,316,Webcam,541,CE
617,2024-03-09,311,Mouse,154,PE
618,2024-03-10,458,Headset,355,CE
619,2024-01-06,195,Notebook,3577,BA
620,2024-01-24,177,Notebook,4010,PR
621,2024-04-28,456,Notebook,3676,RJ
622,2024-05-19,340,Mouse,289,RJ
623,2024-03-04,297,Monitor,1655,CE
624,2024-06-19,206,Monitor,1597,SP
625,2024-05-20,366,Notebook,3518,SP
626,2024-06-19,211,Notebook,3483,RS
627,2024-05-29,161,Monitor,909,MG
628,2024-04-05,494,Notebook,3509,SP
629,2024-01-16,282,Webcam,378,PE
630,2024-02-29,262,Headset,649,SP
631,2024-06-25,293,Teclado,278,CE
632,2024-03-16,377,Webcam,606,PR
633,2024-04-29,240,Headset,358,RS
634,2024-03-08,377,Teclado,476,SP
635,2024-06-07,286,Headset,751,BA
636,2024-05-14,449,Monitor,1057,PR
637,2024-01-29,149,Headset,332,SP
638,2024-02-21,154,Monitor,1001,CE
639,2024-06-08,459,Headset,272,BA
640,2024-06-16,351,Notebook,3958,SC
641,2024-04-04,462,Notebook,4263,RJ
642,2024-02-25,365,Notebook,3207,BA
643,2024-05-14,436,Mouse,222,RJ
644,2024-06-12,395,Teclado,490,MG
645,2024-05-20,305,Headset,653,PR
646,2024-05-20,266,Teclado,474,BA
647,2024-05-24,379,Mouse,270,PE
648,2024-04-24,303,Notebook,4487,MG
649,2024-03-18,103,Teclado,311,CE
650,2024-05-22,392,Headset,564,MG
651,2024-03-08,287,Headset,507,SC
652,2024-05-25,211,Webcam,427,PE
653,2024-06-25,459,Headset,238,SC
654,2024-01-21,499,Notebook,3684,SP
655,2024-06-11,498,Webcam,576,CE
656,2024-05-24,176,Teclado,263,PE
657,2024-06-01,394,Headset,603,MG
